,ABCC4,ABL1,ADAM19,AFG3L2,ANXA2,ANXA2P2,APOC1,APOL4,AREG,ARRDC3,ASF1A,ATF3,ATG4B,ATHL1,ATP6V0D1,ATP6V0E2,BCL11A,BHLHE40,BIN1,BST2,BTG3,C10orf128,C16orf54,C1orf186,C1orf228,C1orf54,C2orf27A,C2orf68,C6orf25,CAD,CCDC152,CCDC42,CCNL1,CD164,CD33,CD69,CD9,CDC42,CDCA7,CDH2,CFHR1,CKS2,CMTM3,COQ10B,CPA3,CPSF6,CPVL,CRHBP,CRYGD,CTNNB1,CXCR4,CXXC1,CYCS,CYP51A1,DLC1,DLK1,DNAJC12,DNTT,DUSP1,DUSP10,DUXAP10,DUXAP8,ELK3,ELOVL6,ENGASE,ERAP2,EZH2,FAIM3,FAM120A,FAM133A,FAM188A,FAM19A2,FAM47E,FHL1,FLT3,FNBP4,FOS,FREM1,FRY,FTH1,GALNT1,GAS2,GIMAP7,GLRX5,GMDS,GNAS,GOLGA8A,GOLGA8B,GOLGA8S,GPKOW,HCST,HDLBP,HERC2P2,HERC2P7,HERC2P9,HES1,HIST1H2AK,HIST1H2BG,HIST2H2AA3+HIST2H2AA4,HIST3H2BB,HLA-E,HNRNPAB,HNRNPD,HNRNPL,HNRNPUL2,HOPX,HTATSF1,HYOU1,ID1,ID2,ID3,IER5,IFITM1,IL1RAP,IRF2BP2,ITGA2B,KCNA3,KIAA0125,KIT,KYNU,LAPTM4B,LDB1,LGALS1,LIMCH1,LINC-PINT,LINC01296,LOC101928834,LOC154761,LRRC70,MAF,MAFIP,MAGED2,MAP4K4,MARCKS,MED4-AS1,MIR221,MMRN1,MPDZ,MPL,MRPL16,MYCN,MYCT1,NCF4,NET1,NFKBIA,NFKBIE,NOG,NUBP1,OGFRL1,PCDH9,PDE4B,PDLIM1,PIEZO2,PLAG1,PLAU,PPIF,PPM1A,PPP1CC,PPP1R14B,PRKAR2B,PRKD2,PRKG1,PROM1,PROSER1,PRSS1,PRSS21,PRSS3,PRSS3P2,PTBP3,PTPRD,PTPRS,QSOX1,RAB31,RANBP9,RGS1,RHOB,RIPK2,RNA5-8S5,ROGDI,RTN4,RXFP1,S100A10,SAT1,SCN2A,SCN9A,SDK2,SDPR,SELL,SELM,SEPP1,11-Sep,SIK1,SLA,SMARCC1,SNHG15,SNHG3,SNHG9,SOCS2,SORT1,SPG20,SPNS1,SQLE,SRM,STAT4,STK17B,STON2,STXBP5,TAGLN2,TCTEX1D1,TEKT4P2,TFRC,TLR3,TOB1,TOMM40,TPSAB1,TPSB2,TPSD1,TRA2B,TSC22D1,TSC22D3,TTC34,TUBB4B,TUBB6,VPREB1,VWF,YBX1,YDJC,YIF1B,YKT6,ZC3H12C,ZFP36L2,ZKSCAN1,ZNF200,ZNF317
NBM_89H5,0,0,0,0,0,0,0,0,5.264070498,8.066690148,7.130732117,0,0,0,0,0,5.386158885,0,0,0,4.934861246,0,6.345086522,2.821282961,0,0,0,4.795773685,0,0,0,7.764708777,0,11.61138741,0,8.826733331,0,0,0,0,0,7.887337024,0,0,0,6.748110505,8.729665816,9.595145016,0,8.098907829,0,0,0,1.596360827,0,0,0,0,8.425495547,0,0,0,0,0,0,0,0,0,0,0,4.98694953,0,0,0,6.811344832,7.081749493,11.35500239,5.708211388,0,7.896937829,6.869431168,0,8.360858249,0,0,0,4.487696731,6.800068541,0,0,0,0,4.78849712,0,6.933017826,0,0,9.240102068,8.754675314,0,9.008067864,0,0,3.164073258,0,7.432408842,0,0,0,0,0,0,5.036760114,0,7.157829413,0,4.804782886,3.267570858,4.843667966,0,0,0,0,0,0,0,0,0,9.746912732,0,0,10.35133924,0,0,0,0,7.784042227,0,8.539717882,2.993647008,0,6.325190979,6.049193376,0,0,0,0,0,0,7.101293897,6.617890462,8.493815722,0,0,0,0,0,8.029011646,0,0,6.837594049,0,8.114499011,5.131778382,0,0,0,0,0,0,0,0,0,0,0,0,1.601678357,2.915259109,0,9.200390983,0,0,0,0,0,0,9.442329445,10.48338486,7.402325447,0,0,4.016246053,0,0,0,0,4.558867605,9.701014219,0,8.187055507,0,0,0,7.328622276,3.617057425,0,0,9.15996104,4.699859275,0,0,0,6.21947126,0,0,0,0,0,9.084485686,11.84246633,0,0,0,0,0,4.480805842,0,0,0,0,2.76512128,7.514208841,0,0
NBM_89A5,0,0,0,0,0,0,0,2.310739687,0,8.46122537,8.405267809,0,0,0,0,0,6.610710282,0,8.146080845,0,0,0,3.083627361,0,0,0,0,4.772126529,0,0,0,0,0,10.65429356,0,9.545482824,0,6.054046371,7.352996659,0,0,0,0,0,0,0,0,0,0,4.672424858,10.45931042,6.368553637,6.499787865,0,1.299768614,0,0,12.12227846,4.070739677,0,0,0,7.756565507,0,0,8.481941739,3.342377713,0,0,0,0,0,0,0,2.702484797,0,12.29991697,0,0,6.233877546,6.375280977,0,0,0,0,0,0,0,0,0,9.014130049,0,0,0,0,0,0,0,6.592075079,0,6.154029593,0,5.320304503,5.064841924,0,0,8.148380875,0,0,0,0,0,1.480441102,8.495291396,6.6015104,0,0,7.600846037,6.499275932,0,0,0,1.427111599,0,6.293354939,0,0,0,0,0,0,0,0,0,0,0,7.861832128,0,0,1.081184185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.520847038,0,0,0,0,7.401500922,0,9.356820907,0,7.88787596,9.842180063,6.589079202,0,0,0,0,0,0,0,0,3.265830692,0,0,0,0,8.626610303,0,0,2.62237811,0,10.52580331,0,0,0,0,1.344689232,0,8.058481219,0,0,3.315770947,0,7.623482295,0,0,0,0,0,0,0,7.937415548,0,0,0,0,0,0,0,0,0,6.63996183,7.163173543,11.06533792,3.172667101,0,0,7.702785796,0,4.941801415,0,0,0,0,0,5.685103253,0,0
NBM_89F8,0,0,0,0,0,0,0,0,7.223066347,3.070305555,0,0,0,0,0,0,0,0,0,0,0,0,6.098868619,5.583333594,0,0,0,0,0,0,0,3.041131328,5.702301115,11.04680116,7.788513921,7.237931493,0,8.383538171,0,0,0,6.740167315,2.004494891,0,0,0,0,3.462092656,0,7.327743011,8.368484095,0,0,5.416913591,0,0,0,8.206460244,1.898522304,0,0,0,0,0,0,7.307397037,7.62892807,6.056712329,0,0,0,3.219480737,0,0,2.280535413,0,8.92443143,0,0,0,2.012851588,0,0,0,0,5.740652212,3.794716193,4.177693849,2.17468569,0,6.806055561,0,2.872274594,0,3.584290451,0,0,0,3.096454462,0,7.790568886,0,7.874434288,4.979469932,0,7.923438834,0,0,0,0,0,0,4.7624689,0,7.288816137,0,0,6.600648344,7.210707067,0,7.275431888,0,0,0,0,0,0,0,0,0,0,7.709574796,0,0,0,0,7.720077388,0,0,0,0,0,0,0,0,0,6.060774947,0,0,0,5.156821901,0,0,0,0,0,0,0,0,0,0,0,7.675716515,0,7.848139346,0,7.054371711,8.422251132,0,0,0,0,0,0,0,0,0,1.933148647,0,0,8.463432673,0,0,0,2.648331249,4.236823791,0,10.5899556,0,7.713266764,0,0,0,0,5.213151022,6.500579448,6.126954225,0,0,0,0,0,0,0,5.671418519,0,0,0,2.132786312,0,0,0,0,0,0,0,0,0,8.744087597,7.511815202,0,0,0,0,0,6.158204834,0,0,0,0,6.946660494,6.330362275,0,6.394787016
NBM_89G7,0,0,3.251798502,0,0,0,0,1.129362753,9.015339368,7.291609602,0,0,0,0,0,0,6.967407874,0,0,9.554337179,0,0,6.654707103,0,0,0,0,7.421791741,0,6.252934711,0,7.665465661,0,11.40441469,7.680852017,6.581881683,5.15306437,4.457631937,0,0,0,0,0,0,0,4.019622855,0,8.889339656,0,7.903094816,10.22746049,0,1.15709906,0,0,0,0,0,7.895977587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.507189382,9.799857602,0,0,1.748719864,0,0,0,0,0,0,0,1.25920547,6.843469706,0,0,0,0,0,0,0,0,0,8.626572732,0,7.91439326,0,5.358804392,5.525912985,0,7.037389522,0,0,0,7.322550262,0,0,4.386527009,0,5.909694751,0,0,3.302315307,0,0,0,0,8.354259122,2.983777605,0,0,0,0,6.954818478,0,0,9.036431234,0,0,0,0,5.345357438,4.406151311,7.801813317,1.385234078,7.047135396,0,5.049990493,0,7.151243589,0,7.335908645,0,0,7.254247897,7.322067713,0,0,0,0,0,0,0,0,0,0,0,6.769571354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.499491257,0,0,0,0,0,0,5.048603798,0,7.465183207,10.61386033,0,7.775762464,0,0,0,0,0,0,3.728062254,0,0,7.861021819,0,0,0,0,6.728625257,0,5.246093619,7.129898706,0,0,0,0,0,0,0,0,0,1.408464165,8.23507911,10.77208758,2.691729885,0,0,0,0,0,0,6.75128562,0,0,4.210440334,0,0,0
NBM89_NEWB3,0,0,0,0,1.248346155,0,0,0,7.032550217,6.59558684,8.927392657,0,0,0,0,0,7.600148089,0,0,3.179106702,0,0,8.795754655,0,0,0,0,6.44642309,1.024840114,0,0,0,0,7.395365802,0,9.563476799,0,8.206759755,0,0,0,0,0,7.828023173,0,3.400775677,0,7.513990533,0,6.135428414,1.817642319,0,1.115407323,6.822558436,0,0,0,0,11.84117939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.185997027,0,0,11.1327395,0,0,12.1540716,0,0,0,0,0,7.534374046,0,0,0,8.661479682,0,0,6.616838605,0,6.637968554,0,0,0,7.06554549,1.029937981,6.548637685,0,1.168527126,4.398491374,0,7.446628751,0,0,0,2.021451515,0,0,2.949250136,0,6.954126416,0,0,4.150727386,0,0,0,0,0,0,0,0,0,0,1.172045039,0,0,0,0,0,0,0,0,0,8.945451013,10.37865865,0,0,0,5.730992752,7.474732218,0,7.240544976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.077044216,0,0,0,0,0,7.155486599,0,0,0,0,0,0,0,0,0,0,8.986956803,0,0,7.843403604,0,0,0,7.519283296,2.362101424,0,7.460641151,0,0,0,7.125544355,0,2.353172405,0,0,0,5.968423108,0,0,0,0,7.660071492,1.862769324,0,7.936087699,0,0,0,0,0,0,0,0,0,7.584927653,10.4200387,10.08617036,2.641476135,0,0,0,0,0,8.232438868,0,0,0,5.199211741,0,0,0
NBM89_NEWE3,0,0,0,7.722233566,0,0,0,0,5.532230119,8.435160584,0,0,0,0,7.833582253,0,7.918779239,0,0,8.19959211,0,0,7.647867897,7.753680271,0,1.816133695,0,7.932610052,5.914323728,0,8.494211963,7.636599285,0,10.21560019,0,9.158494824,0,1.579866688,0,0,4.238590805,2.232347464,0,0,0,2.135858865,0,9.26471852,0,5.993130745,8.529521236,0,0,1.598283609,0,0,0,0,10.49066444,0,0,0,0,0,0,6.849126855,0,0,0,0,0,0,0,6.64800326,6.822853663,0,10.44658892,0,0,12.45556485,0,0,0,0,0,7.433478568,0,0,0,6.261411695,8.341359292,0,0,0,0,0,0,9.864354203,0,1.671911765,7.185258234,0,0,1.233110236,0,0,0,2.218139758,0,0,0,0,9.38130085,0,0,0,0,7.441850517,0,0,0,0,0,0,0,0,0,7.739028927,1.077053229,0,0,8.623197469,0,0,0,0,7.074437807,0,8.256577385,8.910785251,0,3.242740204,0,0,0,0,8.020022283,0,0,7.223344914,0,0,0,0,7.882116412,0,4.033843046,0,0,0,0,0,6.237038804,0,0,0,0,0,0,5.698044329,0,0,0,4.330944362,0,0,8.151909313,0,0,0,0,0,9.084624114,0,4.156212841,0,7.403295553,9.814255117,8.485813582,0,0,0,0,0,0,1.995146189,6.534795179,0,0,0,0,0,0,0,8.425041256,0,0,6.986526255,1.154787407,0,7.140238976,0,1.717793213,0,0,0,0,0,7.452961311,9.6321452,0,0,0,0,0,8.052584233,0,6.234314826,0,0,7.141359068,0,0,0
NBM89_NEWD3,0,0,0,0,0,0,0,0,0,8.645260857,7.741325219,0,0,0,7.243402092,0,3.532012214,0,0,10.35163747,0,0,4.220681305,0,0,0,0,6.787879894,0,0,0,0,5.086559472,9.700875944,0,1.019059525,0,1.261071923,0,0,0,0,0,8.904493202,0,2.779626456,9.032728457,9.958077512,0,6.672005772,8.740170967,0,0,1.83605884,0,0,0,0,9.457678818,0,0,0,0,0,0,0,0,7.296016418,0,0,0,0,0,0,7.901708939,0,8.775920327,0,0,11.94606211,0,0,7.875987695,0,0,6.468370153,3.98884111,4.847554882,0,0,0,0,0,2.267159208,0,0,0,0,0,0,8.103115162,0,7.858205008,4.500632811,0,9.75112843,0,0,0,0,0,0,6.266404463,0,8.562673705,0,0,4.206454073,6.961646712,0,0,0,0,0,0,0,0,0,0,0,0,8.406623934,0,0,0,0,0,0,9.134177052,2.844779734,0,8.79249075,0,0,0,0,2.429132086,0,0,0,6.180097664,0,0,4.66943235,0,0,0,0,0,0,0,0,8.140783201,0,0,0,0,0,0,0,5.004225687,0,0,0,0,0,0,3.766391835,0,0,0,0,0,0,6.952458917,0,0,10.74660581,0,0,0,5.644242508,0,0,6.290063147,2.095417897,0,0,0,0,0,0,0,0,6.887566586,3.749573097,0,0,0,0,2.345325589,0,8.321264365,0,0,0,0,0,0,8.011016916,3.023725491,0,0,0,0,4.835981073,0,0,0,0,8.568412817,6.589329084,7.633430308,0
NBM_89H6,0,0,0,0,0,0,0,3.979286646,8.730480738,7.176003826,8.451928977,0,0,0,7.225801988,0,0,0,0,2.703279578,0,0,2.576535667,4.217303873,0,0,0,4.607514383,5.455903585,0,0,0,0,10.757566,0,0,0,4.421423795,0,0,0,6.099439663,0,0,0,6.795039229,0,9.757182322,7.31811435,5.373107766,2.078780789,0,1.676106075,0,0,2.061406864,0,1.119025148,0,0,0,0,0,0,0,7.303076343,0,0,0,6.644508099,0,0,0,0,0,0,7.736215982,6.55265589,0,12.46793584,0,0,0,0,0,6.248692909,7.349792299,5.70586164,6.384656955,0,0,0,0,0,0,0,7.880475206,9.159083938,8.408111559,2.291076451,7.715954132,0,4.014628097,3.437237422,0,0,0,0,0,0,0,0,5.210388605,0,5.927825167,0,0,0,0,0,0,0,0,0,0,0,0,0,8.359182927,0,4.444627916,9.470675921,0,0,0,0,8.267143814,0,8.395896275,2.489203594,0,0,5.287119643,5.099046425,4.956897567,0,0,0,0,0,0,0,0,0,0,0,4.755257789,0,0,0,0,0,8.264081173,7.214377779,0,1.961508294,0,0,0,0,0,0,0,0,0,0,0,2.825853194,0,0,0,0,5.430770301,0,0,0,5.802583415,8.605600778,0,0,5.413151203,0,8.003377898,0,0,0,0,0,0,8.416943804,0,0,0,0,6.971194256,0,0,8.568447435,0,4.625649691,0,0,0,0,0,0,0,7.00983315,0,7.704080032,2.317652104,0,0,0,0,0,0,0,0,0,6.440586956,0,0,0
NBM89NEWE4,0,0,0,0,0,0,0,8.575238027,4.147263134,0,0,0,0,0,0,0,0,0,0,10.53744878,0,0,6.911762885,1.252407366,5.388986288,1.231175659,0,1.743380853,0,0,6.598141749,6.888994423,0,9.206364651,0,1.728334221,0,3.637099533,0,0,0,8.802495021,0,2.269841959,0,0,0,9.334759142,0,7.031679171,9.078784997,0,0,6.583468665,0,8.208862977,0,0,11.97142452,0,0,0,0,0,0,7.999929428,0,0,4.814397855,0,7.054698556,0,1.721892649,8.020095135,0,0,12.03898851,0,0,10.94157172,0,0,0,0,0,8.092755952,0,0,0,0,0,0,2.489381794,0,0,0,2.371258183,9.761902169,9.108308275,0,7.098980928,0,0,4.542730243,7.532100488,9.465007287,0,0,0,0,0,0,6.123236348,0,5.1391509,0,0,4.580923805,3.155493443,0,0,0,0,0,0,0,0,0,1.439140655,0,0,8.35050019,0,0,0,0,0,0,9.509166446,9.990825451,0,0,3.182637232,7.343603284,8.157547621,0,5.487556346,3.901275161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.435174751,0,0,0,0,0,0,0,9.955839085,0,0,0,0,0,0,0,0,0,8.384936028,5.933320046,0,0,0,0,0,2.650422322,3.686258289,3.989205418,0,0,0,0,0,8.622823473,0,0,0,0,8.318859439,0,8.67259195,2.297614042,8.177511426,0,0,0,0,0,0,0,0,6.220000038,0,0,0
NBM_89D10,0,0,0,0,0,0,0,2.196743079,8.90156351,8.867762681,0,0,0,0,8.826427462,0,0,0,0,0,0,0,6.352959393,0,0,0,0,7.131468726,4.895871714,0,0,6.666992147,6.359177127,10.21668811,0,10.08245116,0,6.177300173,0,4.628602453,0,7.113362702,0,7.741555132,0,6.057819653,0,6.415528133,0,6.870636964,0,0,0,1.309373846,0,0,0,0,0,0,0,0,6.006112887,0,0,7.626210854,0,0,0,0,0,0,0,0,6.722566238,0,7.554728892,0,0,4.816100334,0,0,7.303847385,0,0,0,0,0,0,0,8.695727831,0,2.345005654,0,0,0,0,0,2.07537091,0,8.185234422,0,0,4.00833081,6.944745793,7.811436153,0,0,0,9.404931878,0,6.866505517,5.164810633,0,0,0,0,5.457690388,3.18426312,0,6.96890185,0,0,0,0,0,0,0,0,0,0,9.047164986,0,0,0,0,0,0,0,9.198513123,0,3.079361323,7.92941175,0,4.962849895,0,0,7.901897324,0,0,0,0,0,0,0,0,0,7.132697616,6.176221438,0,0,0,7.969077848,0,6.02955901,0,4.466941336,6.453185422,0,0,3.976195432,0,0,0,0,0,0,0,0,8.092193885,0,0,8.236048892,0,0,0,8.274434785,10.81822617,0,7.775260318,0,0,7.751558413,0,7.824113912,1.372335689,0,7.243613211,0,4.736401387,0,0,0,0,6.645028984,0,0,0,7.469455822,0,0,7.891523958,0,0,0,0,0,6.490820699,8.534204799,8.755526513,5.042903177,0,0,0,0,0,0,0,0,0,7.716539038,5.477714099,0,0
NBM_89A7,0,0,0,0,0,0,0,0,9.144924209,7.73102643,7.409292105,0,0,6.570029957,0,0,6.327092171,2.332687331,0,1.658826852,0,0,8.639486858,0,0,0,0,3.426325176,6.066802687,0,0,0,0,9.454684863,0,7.53714851,0,9.352614356,0,0,0,0,0,0,0,0,0,9.080473922,0,7.379392918,10.04989845,0,0,5.127191879,0,7.935817375,0,0,6.772059422,6.036462803,0,0,0,0,0,0,0,0,0,0,0,6.946083748,0,0,0,0,12.2546661,0,0,8.143068582,0,0,0,0,0,0,6.944749858,4.811968591,0,0,0,0,0,0,0,0,0,9.048860517,9.423959344,0,7.140749072,0,6.382956896,1.129750291,0,9.621203868,0,0,0,0,0,0,4.335860881,0,5.241201488,0,0,2.760844172,7.313259115,0,0,0,0,5.255412252,0,0,0,0,8.868511046,0,0,3.010828908,0,0,0,0,6.276907207,0,8.67103024,8.497318919,0,7.240357906,0,0,0,0,6.837531177,8.976706366,0,0,5.79675729,0,0,0,0,0,0,0,0,0,0,0,8.468122645,0,0,0,0,0,6.468526527,0,4.692033466,0,0,0,0,0,0,3.688291064,0,5.932119454,0,0,0,0,1.564146354,0,1.444972804,8.129236734,0,8.078135922,0,2.452399571,0,2.552981114,0,5.904842396,0,0,0,7.631166313,0,0,0,0,7.859284937,4.808975849,0,3.452333724,0,0,0,0,0,0,0,0,0,0,12.41662646,10.63653381,0,1.719058301,0,0,0,0,0,0,0,0,8.374834828,7.016694309,0,0
NBM_89C11,0,0,0,0,0,0,0,0,0,6.10701379,0,0,0,3.866821315,0,0,4.32523793,0,0,0,0,0,6.087682164,5.968990138,0,0,0,7.593819227,0,0,0,0,6.974624467,10.62440294,0,0,0,0,0,3.891530263,0,7.247054604,1.248955097,5.163962917,0,6.012600745,8.39099983,8.21476192,0,2.515984789,8.266557999,0,0,1.062243964,0,0,0,0,0,0,0,0,4.774002522,0,0,0,0,0,0,0,0,0,0,0,0,0,4.298424448,0,0,0,0,0,0,0,0,8.233093441,0,0,0,0,0,0,0,0,0,0,7.728946534,1.743352058,6.923261221,0,9.004283075,0,0,1.282033092,0,7.900349152,7.713218436,0,0,0,0,0,4.91316527,0,1.538823652,0,0,6.1399653,6.698593394,0,0,0,0,0,0,0,0,0,0,0,0,7.861759195,0,0,0,0,0,0,8.771356622,7.83384515,0,7.695953124,0,0,0,0,0,0,0,1.545481955,4.242584361,0,0,0,0,0,0,0,0,0,0,0,3.783173095,0,7.737186035,0,6.454536786,8.340647468,5.833952716,0,0,0,0,0,0,0,0,2.255611365,0,0,0,0,0,0,0,0,0,10.62339369,1.108471683,0,4.766778304,0,0,0,7.874751125,0,5.84675244,0,0,0,0,0,4.314459721,0,2.415260263,3.574727579,0,8.944269733,0,0,0,0,0,0,0,0,0,0,9.754292201,2.069707864,3.447849992,0,0,0,0,0,0,0,0,0,5.690436036,6.472856891,7.600314198,0
NBM_89G8,0,0,0,0,0,0,0,0,0,9.17634669,7.425536979,0,0,0,0,0,0,0,0,7.912795058,0,0,6.433051145,0,0,0,0,8.23855246,0,0,0,0,5.910999206,10.6624233,0,7.499356752,0,0,0,0,0,0,0,1.791130219,0,3.373767312,0,8.314777491,6.021408325,0,10.82427085,0,0,0,0,0,0,0,3.97743534,0,0,0,7.097232525,0,0,0,0,0,0,0,0,0,0,0,0,0,9.845503398,0,0,7.627334903,1.568863092,0,0,0,0,0,5.105802672,5.087722414,0,0,0,5.715871305,0,0,0,0,6.756044443,9.34220261,10.11335807,1.74793253,9.118705076,0,7.705423485,5.417655458,0,0,0,0,0,0,0,0,8.408711671,0,7.005175298,0,0,3.170230488,2.741632847,0,0,0,0,4.887993643,0,0,0,0,5.994376247,0,0,8.352158281,0,0,0,0,5.812933622,0,9.871957371,0,0,8.731965758,0,0,7.955730222,6.662757239,0,0,0,6.774703718,0,0,0,0,0,0,0,0,0,0,0,0,8.160612829,0,0,0,0,0,0,0,3.547304193,0,0,4.764921531,0,0,0,2.867671774,0,0,0,2.525084209,8.178374513,0,0,0,0,10.55445906,0,6.526559003,0,0,5.297220897,0,0,0,4.610815943,7.00758076,0,0,0,0,0,0,6.069412007,0,0,0,0,0,0,0,0,0,0,0,0,2.547825992,8.464851883,8.943534351,4.681398779,0,0,0,0,0,0,3.474722408,0,0,7.846172758,7.457047382,0,0
NBM_89F6,0,0,0,0,0,0,0,0,7.1829328,6.389931772,7.756605846,0,0,5.405432008,0,6.401606978,0,0,6.777867435,8.864082583,0,0,5.262211599,0,0,0,0,4.711966192,0,0,4.306199683,6.866327702,0,10.39431764,0,7.950401665,0,0,6.850598995,0,0,8.351563431,0,0,0,4.489820193,0,7.287899436,0,7.956360901,10.43428559,0,2.75644337,3.803588552,0,0,0,0,6.101683929,0,0,0,1.941477199,0,0,3.307347285,0,0,3.004324796,0,0,0,0,0,7.206988923,0,12.7505239,0,0,1.473595055,0,0,0,0,0,7.095666665,3.877940834,6.099557879,0,0,5.619951586,6.602069768,3.367364729,5.895058824,5.652440255,0,0,0,0,0,7.963308839,1.536788882,3.169215769,2.080863175,0,0,0,0,0,0,0,0,4.345867454,0,7.14822537,0,0,5.378783769,7.262958224,0,0,0,0,0,0,0,0,0,0,0,0,7.251960639,0,0,0,0,6.414250666,0,3.821023523,8.243312656,0,0,7.630475775,6.671632813,0,0,0,0,0,0,7.269324126,0,0,0,0,0,0,0,0,0,0,0,9.077968482,0,5.295008019,0,4.316792249,6.049279743,5.500985373,0,0,0,0,0,0,0,0,0,0,0,0,0,4.98128665,0,0,0,0,11.17267149,0,1.616467281,0,0,0,0,4.767403086,6.651424738,4.761059741,1.795313413,0,6.856408442,0,0,0,0,0,1.965472924,0,7.494148612,0,0,6.105050416,0,6.449716671,0,0,0,0,1.858716977,8.176273256,10.32806271,2.88609036,7.117943213,0,0,0,0,0,0,0,0,5.453606987,6.00940797,0,0
NBM_89B8,0,0,0,0,0,0,0,0,8.601739964,6.870763227,0,0,0,0,0,0,0,0,0,7.955282284,0,0,4.779477555,0,0,0,0,0,8.260210134,0,0,0,0,10.86483755,0,0,8.016875783,3.835044683,0,0,0,0,0,0,0,0,0,9.684137037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.908087309,4.808239958,0,0,0,0,0,0,11.44582459,4.433415261,0,5.527383157,0,0,7.496684782,0,0,7.531069264,5.070597736,6.627299977,0,0,0,7.602988353,4.869357194,0,5.868600423,0,7.635604559,1.595970243,9.127351776,3.158415307,8.935689768,0,6.741555072,0,0,0,0,0,0,8.704517692,0,0,5.49276496,0,3.079497831,0,0,6.815705723,0,0,0,0,0,0,0,0,0,0,9.019340756,3.60845179,0,10.21659141,0,0,0,0,3.362819455,0,6.659960752,8.391188592,0,7.046354824,6.2033681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.089822911,0,0,0,0,0,0,0,0,0,0,0,0,0,5.483947958,2.10822955,0,0,0,0,0,0,0,0,0,9.806008286,7.370480804,1.897776742,3.597916762,0,8.540621414,0,0,0,4.529445624,0,0,6.701349475,0,0,0,0,0,3.209592237,0,6.547837259,0,0,0,0,0,0,0,0,0,1.1348975,2.06540565,10.90946084,2.600028459,1.460924881,0,0,7.267937547,4.258738783,0,0,0,0,0,6.387193878,0,0
NBM89NEWF4,1.02619437,0,0,0,0,0,0,0,7.843975022,8.554135966,0,0,0,5.825364103,0,0,9.248874807,0,0,8.845670308,2.116959362,0,9.618869519,0,0,2.032857107,0,0,1.286262256,0,0,0,0,9.911220225,0,9.430019879,0,5.373685953,0,0,0,8.373396262,0,9.251432497,0,1.662197819,0,10.25221451,0,6.830671387,0,0,0,6.25847831,0,0,0,1.026199417,11.68499169,0,0,0,6.591494062,0,4.914392616,8.254450406,0,0,0,0,0,2.878878329,0,0,0,7.273332683,12.25034111,0,0,12.08291841,0,1.826457804,0,0,0,2.139995604,0,0,2.26829571,8.549325711,0,6.163004769,0,1.233794836,0,0,0,7.36372611,6.957733823,0,0,0,7.52000397,3.837451702,0,9.793935738,0,0,0,0,0,0,5.269565967,0,8.887973901,0,0,3.678429594,1.906548818,0,1.30547286,0,2.309345869,4.090457532,0,0,0,0,8.16138778,0,0,8.242092276,0,0,0,0,6.580992109,0,9.303936767,10.09063901,0,7.663088462,0,0,8.533923234,0,8.433467181,1.310639331,0,0,0,0,0,0,0,0,0,8.084864704,0,0,0,0,2.912521173,0,0,0,0,0,0,0,0,0,0,0,0,0,4.904873538,3.733027463,0,0,0,0,8.646066874,0,0,0,0,9.969153341,0,1.937612298,0,0,0,0,0,0,0,0,0,7.425850905,0,0,0,0,7.701838041,7.882783158,0,2.064110716,4.09616386,0,6.296854324,0,1.244132167,0,0,0,0,0,0,9.386900363,0,0,0,0,0,4.298574196,0,0,0,0,9.80145287,0,0,0
